user_id,channel,option,membership,rating,review,morphed_review
choyoul,MOBILE,대용량 250ml,스마트클럽,5,인위적인 향 없는 무향 리무버라 제일 자주 써요! 엄청 잘지워져요,인위/NNG 적/XSN 이/VCP ㄴ/ETM 향/NNG 없/VA 는/ETM 무/XPN 향/NNG 리무버/NNG 이/VCP 라/EC 제일/NNG 자주/MAG 쓰/VV 어요/EF !/SF 엄청/MAG 잘/MAG 지우/VV 어/EC 지/VX 어요/EC 
fivefree55,MOBILE,일반용량 120ml,프라임,5,"늘 쓰는거임 몇통째인지 세는것도 지칠정도,   ","늘/MAG 쓰/VV 는/ETM 거/NNB 이/VCP ㅁ/ETN 몇/MM 통째/NNG 이/VCP ㄴ지/EC 세/VA 는/ETM 것/NNB 도/JX 지치/VV ㄹ/ETM 정도/NNG ,/SP "
fivefree55,MOBILE,대용량 250ml,프라임,5,"항상ㅆ는거라 이번에도 재구매
워터프루푸까지 싹 잘지워지는건 이게 짱",항상ㅆ는거라/NA 이번/NNG 에/JKB 도/JX 싹/MAG 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 건/NNB 이/VV 게/EC 짱/MAG 
wkdus1214,MOBILE,대용량 250ml,프라임,5,눈이 안따가워서 너무 좋아요 ,눈/NNG 이/JKS 안/MAG 따갑/VA 어서/EC 너무/MAG 좋/VA 아요/EC 
idkrlehowli,MOBILE,대용량 250ml,프라임,5,이번에 아리따움에서 1&amp;#43;1해서 쟁여둔 제품인데 아이메이크업이나 립이 잘 지워지더라구요ㅎㅎ 다만 저는 여닫기가 불편하서 펌핑용기 따로 구매해서 담아서 사용하고 있습니다. 모든 립앤아이 리무버가 돌려서 여닫는 제품으로 나오더라구요ㅠ 그래도 좋은상품입니다!,이번/NNG 에/JKB 아리땁/VA ㅁ/ETN 에서/JKB 1/SN &/SW amp/SL ;/SP #/SW 43/SN ;/SP 1/SN 해/NNG 서/JKB 쟁여둔/NA 제품/NNG 이/VCP ㄴ데/EC 아이/NNG 메이크업/NNG 이나/JC 립/NNG 이/JKS 잘/MAG 지워지더라구욯ㅎ/NA 다만/MAJ 저/NP 는/JX 여닫/VV 기/ETN 가/JKS 불편/NNG 하/XSV 서/EC 펌핑/NNG 용기/NNG 따로/MAG 구매/NNG 하/XSV 아서/EC 담/VV 아서/EC 사용/NNG 하/XSV 고/EC 있/VX 습니다/EF ./SF 모든/MM 립/NNG 앤/NNG 아이/NNG 리무버/NNG 가/JKS 돌리/VV 어서/EC 여닫/VV 는/ETM 제품/NNG 으로/JKB 나오더라구요ㅠ/NA 그래도/MAJ 좋/VA 은/ETM 상품/NNG 이/VCP ㅂ니다/EF !/SF 
hanyul88,MOBILE,일반용량 120ml,스마트클럽,5,"자극적이지않고
잘 지워지는 리무버",자극/NNG 적/XSN 이/VCP 지/EC 않/VX 고/EC 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 리무버/NNG 
ords82,MOBILE,대용량 250ml,일반,5,"항상 구입하는 리무버!
1&amp;#43;1할 때 미리 구매해놓으면 너무 좋아요~
잘 지워지고 자극적인것 같지도 않아요 
다만 화장솜으로는 아이 메이크업을 지울수 없어서 면봉으로 해야하는 경우가 많지만요~

면봉에 뭍혀있는 것도 만들어주셨으면 해요 그d&amp;#43;c처럼 ㅋㅋㅋ",항상/MAG 구입/NNG 하/XSV 는/ETM 리무버/NNG !/SF 1/SN &/SW amp/SL ;/SP #/SW 43/SN ;/SP 1/SN 할/NNB 때/NNG 미리/MAG 구매/NNG 하/XSV 아/EC 놓/VX 으면/EC 너무/MAG 좋/VA 아요/EC ~/SO 잘/MAG 지우/VV 어/EC 지/VX 고/EC 자극/NNG 적/XSN 이/VCP ㄴ/ETM 것/NNB 같/VA 지/EC 도/JX 않/VX 아요/EC 다만/MAJ 화장/NNG 솜/NNG 으로/JKB 는/JX 아이/NNG 메이크업/NNG 을/JKO 지우/VV ㄹ/ETM 수/NNB 없/VA 어서/EC 면봉/NNG 으로/JKB 하/VV 아야/EC 하/VX 는/ETM 경우/NNG 가/JKS 많/VA 지만요/EC ~/SO 면봉/NNG 에/JKB 뭍/NNG 혀/NNG 있/VV 는/ETM 것/NNB 도/JX 만들/VV 어/EC 주/VX 시/EP 었/EP 으면/EC 하/VV 아요/EC 그/MM d/SL &/SW amp/SL ;/SP #/SW 43/SN ;/SP c/SL 처럼/JKB ㅋㅋㅋ/NA 
qptr3451,MOBILE,대용량 250ml,일반,5,뽀오얀 없음 안돼요ㅎㅎㅎ 이만한 제품 만나기도 힘듦!! 진짜 잘 지워져요 순하고 ~~~ 가끔 화장 지울 때 눈에 들어갈 때도 있는데 따갑지도 않고 좋아요 세정력이 다른 리무버보다 좋습니당당^^,뽀/VV 오/EP 아야/EC 하/VX ㄴ/ETM 없/VA 음/ETN 안돼욯ㅎㅎ/NA 이만/MAG 하/XSV ㄴ/ETM 제품/NNG 만나/VV 기/ETN 도/JX 힘/NNG 들/VV ㅁ/ETN !/SF !/SF 진짜/MAG 잘/MAG 지우/VV 어/EC 지/VX 어요/EC 순하/VA 고/EC ~/SO ~/SO ~/SO 가끔/MAG 화장/NNG 지우/VV ㄹ/ETM 때/NNG 눈/NNG 에/JKB 들어가/VV ㄹ/ETM 때/NNG 도/JX 있/VV 는데/EC 따갑/VA 지/EC 도/JX 않/VX 고/EC 좋/VA 아요/EC 세/MM 정력/NNG 이/JKS 다른/MM 리무버/NNG 보다/JKB 좋습니당당^^/NA 
redjungw,MOBILE,대용량 250ml,프라임,5,메이크업이 깨끗하게 잘 지워져요.,메이크업/NNG 이/JKS 깨끗/XR 하/XSA 게/EC 잘/MAG 지우/VV 어/EC 지/VX 어요/EF ./SF 
92745161,MOBILE,대용량 250ml,스마트클럽,5,립&amp;아이 리무버 가성비템 ㅎㅎ,립/NNG &/SW amp/SL ;/SP 아이/NNG 리무버/NNG 가성비템/NA ㅎㅎ/NA 
vlove7v,MOBILE,대용량 250ml,일반,5,늘 쓰던 제품. 가끔 대용량 원플러스원 할 때 쟁여 놓습니다. 도저히 대체재는 찾을 수가 없음. 옛날에 겟땡뷰티에서 보고서부터 계속 쓰고 있는데 초심 안 잃고 여전히 품질은 압도적입니다. 아리따움에서 최고 많이 사는 제품이 아닌가.,늘/MAG 쓰/VV 던/ETM 제품/NNG ./SF 가끔/MAG 대용량/NNG 원/NNB 플러스/NNG 원/NNB 하/VV ㄹ/ETM 때/NNG 쟁여/NA 놓/VX 습니다/EF ./SF 도저히/MAG 대체재/NNP 는/JX 찾/VV 을/ETM 수/NNB 가/JKS 없/VA 음/ETN ./SF 옛날/NNG 에/JKB 겟땡뷰티에서/NA 보고서/NNG 부터/JX 계속/MAG 쓰/VV 고/EC 있/VV 는데/EC 초심/NNG 안/MAG 잃/VV 고/EC 여전히/MAG 품질/NNG 은/JX 압도/NNG 적/XSN 이/VCP ㅂ니다/EF ./SF 아리땁/VA ㅁ/ETN 에서/JKB 최고/NNG 많이/MAG 살/VV 는/ETM 제품/NNG 이/JKS 아니/VCN ㄴ가/EF ./SF 
lehkong,MOBILE,일반용량 120ml,프라임,5,자극없이 진한 화장 잘지워줌,자극/NNG 없이/MAG 진하/VA ㄴ/ETM 화장/NNG 잘/MAG 지우/VV 어/EC 주/VX ㅁ/ETN 
shj6785,MOBILE,대용량 250ml,일반,5,"원래 사용하던 제품을 재구매했구요
아이 메이크업, 립 메이크업을 지우기 위해  사용중인데
너무 좋아요
겟잇뷰티에서 1위한  제품이라 믿고 구매했고 지금까지
5년 가까이 이것만 사용해서 지우고 있어요
가격 착하고 제품의 질도 우수하고해서 계속 이것만
사용할거예요","원래/NNG 사용/NNG 하/XSV 던/ETM 제품/NNG 을/JKO 재/XPN 구매/NNG 하/XSV 았/EP 구요/EC 아이/NNG 메이크업/NNG ,/SP 립/NNG 메이크업/NNG 을/JKO 지우/VV 기/ETN 위하/VV 아/EC 사용/NNG 중/NNB 이/VCP ㄴ데/EC 너무/MAG 좋/VA 아요/EC 겟잇뷰티/NNP 에서/JKB 1/SN 위/NNB 하/XSA ㄴ/ETM 제품/NNG 이/VCP 라/EC 믿/VV 고/EC 구매/NNG 하/XSV 았/EP 고/EC 지금/MAG 까/VV 지/EC 5/SN 년/NNB 가까이/MAG 이것/NP 만/JX 사용/NNG 하/XSV 아서/EC 지우/VV 고/EC 있/VV 어요/EC 가격/NNG 착하/VA 고/EC 제품/NNG 의/JKG 질/NNG 도/JX 우수/NNG 하/XSV 고/EC 하/VX 아서/EC 계속/MAG 이것/NP 만/NR 사용/NNG 할거/NNG 예/NNG 요/JX "
bitna129,MOBILE,대용량 250ml,일반,5,립앤아이 리무버 순해서 요것만 사용해요! 대용량이라 넘 좋아요 팍팍 씁니다!,립/NNG 앤/NNG 아이/NNG 리무버/NNG 순/NNG 하/XSV 아서/EC 요것/NP 만/JX 사용/NNG 하/XSV 아요/EF !/SF 대용량/NNG 이/VCP 라/EC 넘/NNG 좋/VA 아요/EC 팍팍/MAG 쓰/VV ㅂ니다/EF !/SF 
cutiecutie22,MOBILE,대용량 250ml,일반,5,믿고 쓰는 아리따움 아이리무버! 원플러스원도 자주 하고 제품력도 좋고 가격도 착해서 샀어요~,믿/VV 고/EC 쓰/VV 는/ETM 아리땁/VA ㅁ/ETN 아이/NNG 리무버/NNG !/SF 원/NNB 플러스/NNG 원/NNB 도/JX 자주/MAG 하/VV 고/EC 제품력/NNG 도/JX 좋/VA 고/EC 가격/NNG 도/JX 착하/VA 아서/EC 사/VV 았/EP 어요/EC ~/SO 
a30158316,MOBILE,대용량 250ml,프라임,4,"립앤아이 리무버는  처음 쓰는거라  알아보던중                  
모 프로에서 1위해서 ㅆㅓ보고 사야겠다 하고                    
사서 사용 했는데 . . . 깔끔하게 잘지워 지드라고요               
매일 화장해서 그런지 빨리 쓰는 느낌은 있지만 
행서도하고 하니 자주 구매할 것 같아요",립/NNG 앤/NNG 아이/NNG 리무버/NNG 는/JX 처음/NNG 쓰/VV 는/ETM 거/NNB 이/VCP 라/EC 알아보/VV 던/ETM 중/NNB 모/MM 프로/NNG 에서/JKB 1/SN 위/NNG 하/XSV 아서/EC 쓰/VV 어/EC 보/VX 고/EC 사/VV 아야/EC 하/VX 겠/EP 다/EC 하/VV 고/EC 사서/NNG 사용/NNG 하/VV 았/EP 는데/EC ./SF ./SF ./SF 깔끔/XR 하/XSA 게/EC 잘/MAG 지우/VV 어/EC 지/VX 어/EC 들/VX 라고/EC 요/JX 매일/MAG 화장/NNG 하/XSV 아서/EC 그렇/VA ㄴ지/EC 빨리/MAG 쓰/VV 는/ETM 느낌/NNG 은/JX 있/VV 지만/EC 행서/NNP 도/JX 하/VV 고/EC 하/VV 니/EC 자주/MAG 구매/NNG 하/XSV ㄹ/ETM 것/NNB 같/VA 아요/EC 
78april15,MOBILE,대용량 250ml,VIP,5,"벌써 3통째 쓰고있어요
진하게 착색되는 틴트도 싹 지워져요
워터프루푸 아이제품도 잘 지워지구요
근데 모든 제품이 그렇듯이 눈에 들어가면 좀 따가워요;;;",벌써/MAG 3/SN 통째/NNG 쓰/VV 고/EC 있/VX 어요/EC 진하/VA 게/EC 착색/NNG 되/XSV 는/ETM 틴트/NNP 도/JX 싹/MAG 아이/NNG 제품/NNG 도/JX 잘/MAG 지우/VV 어/EC 지/VX 구요/EC 근데/MAJ 모든/MM 제품/NNG 이/JKS 그렇/VA 듯이/EC 눈/NNG 에/JKB 들어가/VV 면/EC 좀/MAG 따갑/VA 어요/EC ;/SP ;/SP ;/SP 
musikmass,PC,대용량 250ml,일반,4,대용량 1&amp;#43;1이라고는 하나 타 일반 로드샵들 세일할 때나 인터넷으로 주문하는 가격에 비해 그렇게 드라마틱한 할인혜택까지는 못 느꼈는데 아무래도 잘 지워지면서 저자극까지 느끼기엔 쉽지 않은 요즘 괜찮은 물건인 듯 싶습니다. 두고두고 쓰면서 지켜봐야 할 것 같지만 트러블도 없고 이 정도면 선방인 것 같으니 모두 세일을 노리세용,대용량/NNG 1/SN &/SW amp/SL ;/SP #/SW 43/SN ;/SP 1/SN 이/VCP 라고/EC 는/JX 하나/NR 타/MM 일반/NNG 로드/NNP 샵/NNP 들/XSN 세일/NNG 하/XSV ㄹ/ETM 때/NNG 나/JC 인터넷/NNG 으로/JKB 주문/NNG 하/XSV 는/ETM 가격/NNG 에/JKB 비하/VV 아/EC 그렇/VA 게/EC 드라마틱/XR 하/XSA ㄴ/ETM 할인/NNG 혜택/NNG 까지/JX 는/JX 못/MAG 느끼/VV 었/EP 는데/EC 아무래도/MAG 잘/MAG 지우/VV 어/EC 지/VX 면서/EC 저/XPN 자극/NNG 까지/JX 느끼/VV 기/ETN 에/JKB ㄴ/JX 쉽/VA 지/EC 않/VX 은/ETM 요즘/NNG 괜찮/VA 은/ETM 물건/NNG 이/VCP ㄴ/ETM 듯/NNB 싶/VX 습니다/EF ./SF 두고두고/MAG 쓰/VV 면서/EC 지켜보/VV 아야/EC 하/VV ㄹ/ETM 것/NNB 같/VA 지만/EC 트러블/NNP 도/JX 없/VA 고/EC 이/MM 정도/NNG 이/VCP 면/EC 선방/NNG 이/VCP ㄴ/ETM 것/NNB 같/VA 으니/EC 모두/MAG 세일/NNG 을/JKO 노리/VV 세/EC 용/XSN 
cjh8954,MOBILE,대용량 250ml,스마트클럽,5,뽀오얀은 얼굴이 따끔거리지도않아서좋은것같아요!,뽀/VV 오/EC 야/JX ㄴ/JX 은/JX 얼굴/NNG 이/JKS 따끔거리/VV 지도/EC 않/VX 아서/EC 좋/VA 은/ETM 것/NNB 같/VA 아요/EF !/SF 
gksquf575,MOBILE,대용량 250ml,프라임,5,"항상 재구매하는 요아이!! 365일 일년내내 이것만 씁니다
순하고 자극없이 잘지워져서 좋아요!!",항상/MAG 재/XPN 구매/NNG 하/XSV 는/ETM 요/NNG 아이/NNG !/SF !/SF 365/SN 일/NNB 일/NNB 년/NNB 내내/MAG 이것/NP 만/JX 쓰/VV ㅂ니다/EC 순/NNG 하/XSV 고/EC 자극/NNG 없이/MAG 잘/MAG 지우/VV 어/EC 지/VX 어서/EC 좋/VA 아요/EF !/SF !/SF 
mimic,MOBILE,일반용량 120ml,스마트클럽,3,눈이따갑지는 않습니다. 그러나 세척력이 조금 약한것같아요.,눈/NNG 이/JKS 따갑/VA 지/EC 는/JX 않/VX 습니다/EF ./SF 그러나/MAJ 세/MM 척력/NNG 이/JKS 조금/MAG 약하/VA ㄴ/ETM 것/NNB 같/VA 아요/EF ./SF 
kikihyun,MOBILE,일반용량 120ml,일반,5,저는 이 아이리무버 아니면 이제 화장 지우기가힘들어요 이것만큼 깔끔하게 지워지는게 없네요,저/NP 는/JX 이/MM 아이/NNG 리무버/NNG 아니/VCN 면/EC 이제/MAG 화장/NNG 지우/VV 기/ETN 가/JKS 힘들/VA 어요/EC 이것/NP 만큼/JKB 깔끔/XR 하/XSA 게/EC 지우/VV 어/EC 지/VX 는/ETM 게/EC 없/VA 네요/EC 
canday1104,MOBILE,대용량 250ml,프라임,5,몇통째 계속 쓰고 있는데 순하고  잘지워져서 아주 좋아요,몇/MM 통째/NNG 계속/MAG 쓰/VV 고/EC 있/VV 는데/EC 순하/VA 고/EC 잘/MAG 지우/VV 어/EC 지/VX 어서/EC 아주/MAG 좋/VA 아요/EC 
wldy9155,MOBILE,대용량 250ml,프라임,5,너무좋어요 너무 저랑 달 맞아욤 너무 좋네요 또 서야겟어요 행서할때 사야 진짜 알뜰하고 기분도 좋고 잘 삿다는 생각 들어서 뿌듯해요 제품까지 좋으니까 너무 좋네요 재구매 할거에요 이런건 단종언돠고 계속 러닝했으면 좋겟어요 제가쓰는 것만 자주 단종이 되ㅣ더라구요 ㅠ ㅠㅠ 이건 안그러겟죠 ?? 너무 좋고 마음에 드는데요 ,너무/MAG 좋/VA 어요/EC 너무/MAG 저/NP 랑/JKB 달/NNG 맞아욤/NA 너무/MAG 좋/VA 네요/EC 또/MAJ 서야겟어요/NA 행서/NNP 할/NNB 때/NNG 사/VV 아야/EC 진짜/MAG 알뜰/XR 하/XSA 고/EC 기분/NNG 도/JX 좋/VA 고/EC 잘/MAG 사/VV 앗/VV 다는/ETM 생각/NNG 들/VV 어서/EC 뿌듯/XR 하/XSA 어요/EC 제품/NNG 까지/JX 좋/VA 으니까/EC 너무/MAG 좋/VA 네요/EC 재/XPN 구매/NNG 할거/NNG 에/JKB 요/JX 이런/MM 건/NNB 단종언돠고/NA 계속/MAG 러닝/NNG 하/XSV 았/EP 으면/EC 좋겟어요/NA 제가/NNG 쓰/VV 는/ETM 것/NNB 만/JX 자주/MAG 단종/NNP 이/JKS 되ㅣ더라구요/NA ㅠ/NA ㅠㅠ/NA 이것/NP ㄴ/JX 안그러겟죠/NA ?/SF ?/SF 너무/MAG 좋/VA 고/EC 마음/NNG 에/JKB 들/VV 는데요/EC 
wldy9156,MOBILE,대용량 250ml,프라임,5,너무좋어요 너무 저랑 달 맞아욤 너무 좋네요 또 서야겟어요 행서할때 사야 진짜 알뜰하고 기분도 좋고 잘 삿다는 생각 들어서 뿌듯해요 제품까지 좋으니까 너무 좋네요 재구매 할거에요 이런건 단종언돠고 계속 러닝했으면 좋겟어요 제가쓰는 것만 자주 단종이 되ㅣ더라구요 ㅠ ㅠㅠ 이건 안그러겟죠 ?? 너무 좋고 마음에 드는데요 ,너무/MAG 좋/VA 어요/EC 너무/MAG 저/NP 랑/JKB 달/NNG 맞아욤/NA 너무/MAG 좋/VA 네요/EC 또/MAJ 서야겟어요/NA 행서/NNP 할/NNB 때/NNG 사/VV 아야/EC 진짜/MAG 알뜰/XR 하/XSA 고/EC 기분/NNG 도/JX 좋/VA 고/EC 잘/MAG 사/VV 앗/VV 다는/ETM 생각/NNG 들/VV 어서/EC 뿌듯/XR 하/XSA 어요/EC 제품/NNG 까지/JX 좋/VA 으니까/EC 너무/MAG 좋/VA 네요/EC 재/XPN 구매/NNG 할거/NNG 에/JKB 요/JX 이런/MM 건/NNB 단종언돠고/NA 계속/MAG 러닝/NNG 하/XSV 았/EP 으면/EC 좋겟어요/NA 제가/NNG 쓰/VV 는/ETM 것/NNB 만/JX 자주/MAG 단종/NNP 이/JKS 되ㅣ더라구요/NA ㅠ/NA ㅠㅠ/NA 이것/NP ㄴ/JX 안그러겟죠/NA ?/SF ?/SF 너무/MAG 좋/VA 고/EC 마음/NNG 에/JKB 들/VV 는데요/EC 
jwle1234,MOBILE,대용량 250ml,일반,5,리무버 중 최고 제품이에요~~,리무버/NNG 중/NNB 최고/NNG 제품/NNG 이/VCP 에요/EC ~/SO ~/SO 
wldy9153,MOBILE,대용량 250ml,프라임,5,너무좋어요 너무 저랑 달 맞아욤 너무 좋네요 또 서야겟어요 행서할때 사야 진짜 알뜰하고 기분도 좋고 잘 삿다는 생각 들어서 뿌듯해요 제품까지 좋으니까 너무 좋네요 재구매 할거에요 이런건 단종언돠고 계속 러닝했으면 좋겟어요 제가쓰는 것만 자주 단종이 되ㅣ더라구요 ㅠ ㅠㅠ 이건 안그러겟죠 ?? 너무 좋고 마음에 드는데요 ,너무/MAG 좋/VA 어요/EC 너무/MAG 저/NP 랑/JKB 달/NNG 맞아욤/NA 너무/MAG 좋/VA 네요/EC 또/MAJ 서야겟어요/NA 행서/NNP 할/NNB 때/NNG 사/VV 아야/EC 진짜/MAG 알뜰/XR 하/XSA 고/EC 기분/NNG 도/JX 좋/VA 고/EC 잘/MAG 사/VV 앗/VV 다는/ETM 생각/NNG 들/VV 어서/EC 뿌듯/XR 하/XSA 어요/EC 제품/NNG 까지/JX 좋/VA 으니까/EC 너무/MAG 좋/VA 네요/EC 재/XPN 구매/NNG 할거/NNG 에/JKB 요/JX 이런/MM 건/NNB 단종언돠고/NA 계속/MAG 러닝/NNG 하/XSV 았/EP 으면/EC 좋겟어요/NA 제가/NNG 쓰/VV 는/ETM 것/NNB 만/JX 자주/MAG 단종/NNP 이/JKS 되ㅣ더라구요/NA ㅠ/NA ㅠㅠ/NA 이것/NP ㄴ/JX 안그러겟죠/NA ?/SF ?/SF 너무/MAG 좋/VA 고/EC 마음/NNG 에/JKB 들/VV 는데요/EC 
